complex,seed,id,pep_plDDT,plDDT,ipTM,pTM,pep_pTM,pAE_min,ipAE,ranking_score,scRMSD
4a2a,43,0,90.4742,92.3237,0.9500,0.9300,0.0300,0.8900,0.9600,0.9700,0.8118
4a2a,43,1,90.5767,92.3773,0.9600,0.9300,0.0300,0.8800,0.9400,0.9700,0.6740
4a2a,43,2,90.2713,92.3013,0.9500,0.9300,0.0300,0.8800,0.9400,0.9700,0.8283
4a2a,43,3,90.8143,92.7393,0.9500,0.9300,0.0300,0.9100,0.9750,0.9700,0.7642
4a2a,43,4,90.3488,92.2734,0.9500,0.9300,0.0300,0.9000,0.9850,0.9600,0.6775
4a2a,44,0,91.6209,92.6254,0.9600,0.9300,0.0300,0.9000,0.9600,0.9700,0.5557
4a2a,44,1,91.7639,92.8944,0.9600,0.9300,0.0300,0.8700,0.9100,0.9700,0.6580
4a2a,44,2,91.7904,92.9519,0.9600,0.9400,0.0300,0.8700,0.9200,0.9700,0.6056
4a2a,44,3,91.6748,93.0967,0.9600,0.9400,0.0300,0.8700,0.9300,0.9700,0.8830
4a2a,44,4,91.0446,92.6284,0.9500,0.9300,0.0300,0.9100,0.9650,0.9700,0.8401
4bt9,42,0,83.3540,92.8218,0.7900,0.8000,0.0200,2.5700,2.8800,0.8100,3.5069
4bt9,42,1,82.7007,92.7028,0.7700,0.8000,0.0200,2.7600,3.0300,0.8000,2.5488
4bt9,42,2,83.9344,92.7961,0.7900,0.8000,0.0200,2.7000,3.1000,0.8100,2.7407
4bt9,42,3,83.4447,92.6189,0.7900,0.8000,0.0200,2.6400,2.9650,0.8100,3.1981
4bt9,42,4,59.6973,91.5219,0.6000,0.8000,0.0200,4.4000,5.2800,0.6600,3.9763
4bt9,43,0,82.5502,92.7054,0.7800,0.8000,0.0200,2.7000,3.0400,0.8000,2.6408
4bt9,43,1,83.5951,92.8055,0.7900,0.8000,0.0200,2.5900,3.0450,0.8100,5.0772
4bt9,43,2,61.1151,92.2187,0.5400,0.8200,0.0200,4.3100,4.9300,0.6100,15.3163
4bt9,43,3,83.1909,92.8092,0.7800,0.8100,0.0200,2.7100,3.0850,0.8000,2.8518
4bt9,43,4,83.7504,92.8593,0.8000,0.8100,0.0200,2.4300,2.9050,0.8200,3.2631
4bt9,44,0,58.6593,91.0455,0.4900,0.7800,0.0200,4.9100,5.2950,0.5600,15.2973
4bt9,44,1,82.3931,92.7101,0.7900,0.8100,0.0200,2.5500,2.8900,0.8100,3.6803
4bt9,44,2,82.8705,92.5290,0.7900,0.8000,0.0200,2.5900,2.9650,0.8100,3.0954
4bt9,44,3,81.1087,92.6680,0.7700,0.8000,0.0200,2.8100,3.1600,0.7900,3.5835
4bt9,44,4,81.2944,92.4434,0.7500,0.7900,0.0200,2.9000,3.2100,0.7800,3.9051
4c5a,42,0,52.0793,92.9712,0.5800,0.9100,0.0200,6.6600,7.0850,0.6600,58.9848
4c5a,42,1,43.1445,92.8886,0.3800,0.9100,0.0100,12.0700,13.0650,0.5000,57.3419
4c5a,42,2,54.7334,92.0909,0.6500,0.9100,0.0200,6.2300,6.9650,0.7200,32.5721
4c5a,42,3,38.9179,91.1901,0.4300,0.9000,0.0100,9.9500,10.9750,0.5400,53.0359
4c5a,42,4,41.8334,91.6448,0.5100,0.9100,0.0100,8.5500,9.9200,0.6100,35.6393
4c5a,43,0,56.2194,92.1826,0.6600,0.9100,0.0100,5.6600,6.3600,0.7200,34.0196
4c5a,43,1,49.9566,92.1777,0.5500,0.9000,0.0100,7.6700,7.7400,0.6300,66.9931
4c5a,43,2,48.3248,93.0359,0.4900,0.9100,0.0200,10.0800,10.3400,0.5800,58.2097
4c5a,43,3,41.9703,92.2192,0.3900,0.9000,0.0100,10.3000,11.8050,0.5100,57.2782
4c5a,43,4,44.8472,91.0582,0.4700,0.8900,0.0100,9.8200,10.8950,0.5700,37.2342
4c5a,44,0,42.8296,91.4887,0.2400,0.8900,0.0100,14.2000,14.8450,0.3800,53.3269
4c5a,44,1,46.2936,92.2140,0.5600,0.9100,0.0100,7.3300,8.3650,0.6400,49.9580
4c5a,44,2,48.8870,91.4606,0.5800,0.9000,0.0100,7.0400,8.2150,0.6600,34.2315
4c5a,44,3,60.7148,93.3024,0.7800,0.9300,0.0200,3.9900,4.7650,0.8200,39.1921
4c5a,44,4,50.8996,92.0746,0.5900,0.9100,0.0200,7.3600,7.8400,0.6800,65.4212
4dg3,42,0,92.5988,95.6100,0.9600,0.9600,0.0300,0.9100,0.9200,0.9900,0.7067
4dg3,42,1,91.0610,95.5481,0.9600,0.9600,0.0300,0.9000,0.9000,0.9900,0.8343
4dg3,42,2,92.5056,95.5785,0.9700,0.9600,0.0300,0.8800,0.8850,0.9900,0.4880
4dg3,42,3,92.6785,95.7953,0.9600,0.9600,0.0300,0.9000,0.9050,0.9900,0.4909
4dg3,42,4,92.6942,95.5703,0.9600,0.9600,0.0300,0.9000,0.9000,0.9900,0.6983
4dg3,43,0,92.9126,95.8864,0.9600,0.9600,0.0300,0.8900,0.9000,0.9900,0.6329
4dg3,43,1,92.9589,95.9382,0.9700,0.9600,0.0300,0.8900,0.9050,0.9900,0.5948
4dg3,43,2,92.9900,95.9715,0.9700,0.9600,0.0300,0.8900,0.8900,0.9900,0.6511
4dg3,43,3,92.9505,96.0317,0.9700,0.9600,0.0300,0.8800,0.8950,0.9900,0.4917
4dg3,43,4,92.9062,95.6924,0.9600,0.9600,0.0300,0.9100,0.9150,0.9900,0.6252
4dg3,44,0,92.3844,95.7102,0.9600,0.9600,0.0300,0.9100,0.9350,0.9900,0.7371
4dg3,44,1,92.9306,95.7349,0.9600,0.9600,0.0300,0.9200,0.9250,0.9900,0.6864
4dg3,44,2,93.1974,95.7741,0.9700,0.9600,0.0300,0.8800,0.8800,0.9900,0.6875
4dg3,44,3,93.0251,95.9121,0.9700,0.9600,0.0300,0.8900,0.9000,0.9900,0.6015
4dg3,44,4,92.6679,95.6799,0.9600,0.9600,0.0300,0.9100,0.9200,0.9900,0.6736
4ep2,42,0,59.9642,94.0867,0.6200,0.9300,0.0200,3.6000,3.6600,0.7000,1.0560
4ep2,42,1,65.7030,94.5644,0.6700,0.9300,0.0300,3.1700,3.7650,0.7400,12.7548
4ep2,42,2,65.8557,94.5455,0.6800,0.9300,0.0300,3.1100,3.7050,0.7400,12.7772
4ep2,42,3,65.6825,94.5687,0.6700,0.9300,0.0300,3.1000,3.7150,0.7400,12.8342
4ep2,42,4,65.7987,94.5680,0.6900,0.9300,0.0300,3.1700,3.7500,0.7500,12.7679
4ep2,43,0,64.6675,94.3628,0.6700,0.9300,0.0200,3.2400,3.8500,0.7400,12.7764
4ep2,43,1,49.6027,93.3677,0.4900,0.9200,0.0200,5.0500,5.1050,0.6000,1.8969
4ep2,43,2,64.6197,94.3613,0.6700,0.9300,0.0300,3.2400,3.8150,0.7400,12.7485
4ep2,43,3,65.0357,94.4915,0.6700,0.9300,0.0300,3.2000,3.7800,0.7400,12.8939
4ep2,43,4,65.2688,94.5419,0.6800,0.9300,0.0300,3.1700,3.7250,0.7500,12.8686
4ep2,44,0,64.0002,94.2984,0.6600,0.9300,0.0200,3.2300,3.9050,0.7300,12.8819
4ep2,44,1,64.3653,94.3652,0.6700,0.9300,0.0300,3.1500,3.7550,0.7400,12.7984
4ep2,44,2,60.4397,94.1403,0.6200,0.9300,0.0200,3.4200,3.5400,0.7000,0.8633
4ep2,44,3,64.9467,94.4142,0.6800,0.9300,0.0300,3.1600,3.7650,0.7500,12.8372
4ep2,44,4,64.7952,94.3294,0.6700,0.9300,0.0300,3.0900,3.7500,0.7400,12.7833
4fii,42,0,89.6912,95.0484,0.9600,0.9500,0.0300,1.0600,1.1800,0.9700,0.8507
4fii,42,1,90.3900,94.8858,0.9500,0.9500,0.0300,1.1300,1.2150,0.9600,0.8656
4fii,42,2,90.3204,95.4819,0.9600,0.9500,0.0300,1.1100,1.2050,0.9700,0.8329
4fii,42,3,90.9520,95.3481,0.9600,0.9500,0.0300,1.0400,1.1300,0.9700,0.9422
4fii,42,4,91.3780,95.6263,0.9600,0.9500,0.0300,0.9900,1.0550,0.9700,0.8234
4fii,43,0,90.1340,95.4407,0.9600,0.9500,0.0300,1.1000,1.2100,0.9600,0.9654
4fii,43,1,91.0576,95.9869,0.9600,0.9600,0.0300,1.0000,1.0750,0.9700,0.7779
4fii,43,2,91.1976,95.8076,0.9600,0.9500,0.0300,1.0100,1.0800,0.9700,0.9390
4fii,43,3,91.0104,95.7317,0.9600,0.9600,0.0300,1.0500,1.1300,0.9700,0.8332
4fii,43,4,91.3160,95.8178,0.9600,0.9500,0.0300,1.0300,1.1000,0.9700,0.8130
4fii,44,0,91.0060,95.4640,0.9500,0.9500,0.0300,1.1600,1.2300,0.9600,0.8132
4fii,44,1,90.8196,95.6054,0.9600,0.9500,0.0300,1.0900,1.1900,0.9700,0.7568
4fii,44,2,90.3796,95.6456,0.9500,0.9500,0.0300,1.2100,1.3100,0.9600,0.8745
4fii,44,3,90.5988,95.2066,0.9500,0.9500,0.0300,1.2100,1.3000,0.9600,0.8875
4fii,44,4,90.7506,95.5883,0.9600,0.9500,0.0300,1.1100,1.2150,0.9700,0.9171
4gq6,42,0,87.3639,95.0324,0.9300,0.9600,0.0200,0.9400,1.0050,0.9500,1.5554
4gq6,42,1,88.9725,95.2053,0.9500,0.9600,0.0300,0.8900,0.9450,0.9600,1.7090
4gq6,42,2,86.6515,95.0496,0.9400,0.9600,0.0200,0.8700,0.9300,0.9600,1.2892
4gq6,42,3,89.6362,95.4395,0.9600,0.9600,0.0300,0.8500,0.8900,0.9700,1.4928
4gq6,42,4,88.2140,95.3319,0.9500,0.9600,0.0300,0.8700,0.9200,0.9600,1.8712
4gq6,43,0,90.3479,95.2814,0.9600,0.9600,0.0300,0.8200,0.8550,0.9800,1.8597
4gq6,43,1,89.0359,94.8859,0.9400,0.9500,0.0300,0.9200,0.9800,0.9600,1.7216
4gq6,43,2,89.8234,95.1967,0.9600,0.9600,0.0300,0.8300,0.8800,0.9700,1.8362
4gq6,43,3,89.1602,94.9682,0.9500,0.9500,0.0300,0.8900,0.9650,0.9600,2.2202
4gq6,43,4,89.8066,95.2996,0.9600,0.9600,0.0300,0.8600,0.9300,0.9700,1.7608
4gq6,44,0,90.0249,95.6323,0.9600,0.9600,0.0300,0.8500,0.9000,0.9700,2.1016
4gq6,44,1,88.9821,95.4646,0.9500,0.9600,0.0300,0.8600,0.9050,0.9700,1.7335
4gq6,44,2,89.8895,95.2718,0.9600,0.9600,0.0300,0.8500,0.8950,0.9700,1.9840
4gq6,44,3,90.0487,95.4822,0.9600,0.9600,0.0300,0.8600,0.9000,0.9700,1.9011
4gq6,44,4,89.4356,95.2074,0.9600,0.9600,0.0300,0.8500,0.9000,0.9700,1.8024
4hdq,42,0,82.5224,93.0756,0.9300,0.9400,0.0300,0.8500,0.9600,0.9400,3.0357
4hdq,42,1,83.0141,93.4272,0.9400,0.9400,0.0300,0.8400,0.9750,0.9400,2.5848
4hdq,42,2,83.3565,93.6363,0.9500,0.9500,0.0300,0.8300,0.9650,0.9500,2.8516
4hdq,42,3,82.8876,92.9303,0.9300,0.9400,0.0300,0.8600,0.9800,0.9400,2.7631
4hdq,42,4,82.6230,92.9494,0.9300,0.9400,0.0300,0.8600,0.9800,0.9400,2.9011
4hdq,43,0,82.3769,92.7112,0.9200,0.9400,0.0300,0.8600,0.9850,0.9300,2.7476
4hdq,43,1,82.6739,93.5950,0.9400,0.9500,0.0300,0.8200,0.9450,0.9500,2.9965
4hdq,43,2,82.1533,92.7415,0.9300,0.9400,0.0300,0.8600,0.9700,0.9400,2.5073
4hdq,43,3,82.9728,93.7508,0.9500,0.9500,0.0300,0.8100,0.9200,0.9600,2.5688
4hdq,43,4,82.9465,93.4609,0.9400,0.9500,0.0300,0.8200,0.9350,0.9500,2.8331
4hdq,44,0,81.7415,92.6763,0.9200,0.9300,0.0300,0.8800,1.0100,0.9300,2.3060
4hdq,44,1,82.2893,93.5867,0.9300,0.9500,0.0300,0.8500,0.9800,0.9400,2.6056
4hdq,44,2,81.5559,93.4152,0.9300,0.9400,0.0300,0.8500,0.9650,0.9400,2.5557
4hdq,44,3,82.8267,93.0221,0.9300,0.9400,0.0300,0.8700,0.9900,0.9400,2.6908
4hdq,44,4,82.7746,93.2896,0.9400,0.9400,0.0300,0.8400,0.9600,0.9500,3.0785
4hom,42,0,48.2228,93.1125,0.7700,0.9300,0.0100,2.5900,3.0150,0.8100,9.5883
4hom,42,1,46.1123,93.2961,0.7400,0.9300,0.0100,2.8300,3.3550,0.7900,8.3731
4hom,42,2,53.0148,93.4366,0.8400,0.9300,0.0100,2.4500,2.8400,0.8600,9.3108
4hom,42,3,53.3880,93.3984,0.8500,0.9300,0.0100,2.4100,2.8150,0.8700,8.1895
4hom,42,4,42.3335,93.0558,0.7000,0.9400,0.0100,2.9600,3.5900,0.7500,7.7674
4hom,43,0,44.8051,93.4781,0.7600,0.9500,0.0100,3.4700,4.3450,0.8100,7.3067
4hom,43,1,43.6152,93.5813,0.7300,0.9500,0.0100,3.0500,3.5550,0.7800,8.5349
4hom,43,2,47.6086,93.4092,0.7800,0.9200,0.0100,2.8900,3.4200,0.8100,8.3080
4hom,43,3,52.8875,93.8956,0.8600,0.9500,0.0100,2.5300,3.0250,0.8900,7.9052
4hom,43,4,45.5896,93.1741,0.7300,0.9200,0.0100,3.2300,3.6950,0.7700,9.4452
4hom,44,0,48.5899,93.5821,0.8000,0.9400,0.0100,2.7400,3.3250,0.8400,8.2940
4hom,44,1,47.5825,93.7976,0.7900,0.9500,0.0100,2.4800,3.0350,0.8300,7.6985
4hom,44,2,49.9257,93.5576,0.8200,0.9300,0.0100,2.7400,3.2750,0.8500,8.1199
4hom,44,3,46.1605,93.6966,0.7700,0.9500,0.0100,2.7300,3.3400,0.8100,8.3499
4hom,44,4,41.1009,93.2414,0.6900,0.9400,0.0100,3.4900,4.0300,0.7400,10.0799
4iga,42,0,73.9565,90.6971,0.6400,0.8800,0.0300,2.7800,3.5650,0.7500,13.9179
4iga,42,1,68.6669,89.0322,0.5400,0.8500,0.0300,3.8100,4.7900,0.6600,14.2168
4iga,42,2,68.2347,87.9536,0.5300,0.8400,0.0300,4.3000,5.4900,0.6500,10.2711
4iga,42,3,71.2209,90.0900,0.5200,0.8500,0.0300,3.8000,4.8550,0.6400,14.3251
4iga,42,4,67.4689,88.6272,0.4500,0.8400,0.0300,4.6100,5.8950,0.5900,11.8330
4iga,43,0,95.5298,97.1338,0.9400,0.9400,0.0400,0.7900,0.7900,0.9900,0.6760
4iga,43,1,95.3245,97.0703,0.9400,0.9400,0.0400,0.7900,0.7950,0.9800,0.6107
4iga,43,2,95.3843,97.0662,0.9400,0.9400,0.0400,0.7900,0.7900,0.9900,0.6036
4iga,43,3,95.5024,97.1323,0.9400,0.9400,0.0400,0.7900,0.7900,0.9800,0.6226
4iga,43,4,95.5130,97.1413,0.9400,0.9400,0.0400,0.7900,0.7900,1.0000,0.6720
4iga,44,0,95.5727,97.1719,0.9400,0.9400,0.0400,0.7900,0.7900,0.9800,0.6072
4iga,44,1,95.3026,97.0340,0.9400,0.9400,0.0400,0.7900,0.7900,1.0000,0.5827
4iga,44,2,95.7148,97.2402,0.9400,0.9400,0.0400,0.7800,0.7800,1.0000,0.6258
4iga,44,3,95.7234,97.2551,0.9500,0.9500,0.0400,0.7800,0.7800,1.0000,0.6033
4iga,44,4,95.4466,97.1006,0.9400,0.9400,0.0400,0.7900,0.7900,0.9800,0.5984
4j2c,42,0,88.2600,93.3189,0.8500,0.8900,0.0300,0.9700,1.0400,0.9100,0.6219
4j2c,42,1,87.7105,92.9235,0.8500,0.8800,0.0300,1.0100,1.0750,0.9000,0.9983
4j2c,42,2,88.3178,93.7889,0.8600,0.8900,0.0300,0.9400,1.0200,0.9200,0.5922
4j2c,42,3,88.0814,93.6898,0.8600,0.8900,0.0300,0.9500,1.0400,0.9200,0.6929
4j2c,42,4,88.6072,93.6219,0.8700,0.9000,0.0300,0.9800,1.0250,0.9200,0.5881
4j2c,43,0,89.2324,93.7919,0.8700,0.9000,0.0300,0.9400,0.9850,0.9200,0.8122
4j2c,43,1,88.2043,93.2660,0.8500,0.8900,0.0300,1.0200,1.0850,0.9100,0.6881
4j2c,43,2,88.8625,94.1235,0.8700,0.9000,0.0300,0.9200,0.9850,0.9300,0.8549
4j2c,43,3,88.6556,93.8145,0.8700,0.9000,0.0300,1.0000,1.0400,0.9200,0.8340
4j2c,43,4,88.6658,93.8079,0.8600,0.8900,0.0300,0.9300,1.0100,0.9200,0.9857
4j2c,44,0,87.5782,92.9393,0.8500,0.8900,0.0300,1.0900,1.1500,0.9100,0.7129
4j2c,44,1,88.4366,93.5414,0.8700,0.9000,0.0300,0.9800,1.0250,0.9200,0.7349
4j2c,44,2,87.7369,93.2995,0.8600,0.9000,0.0300,1.0200,1.0900,0.9200,0.6079
4j2c,44,3,88.0749,93.6107,0.8600,0.8900,0.0300,0.9600,1.0700,0.9100,1.1477
4j2c,44,4,88.5234,93.6617,0.8700,0.9000,0.0300,0.9800,1.0400,0.9300,0.6993
4j8b,42,0,66.5868,94.7394,0.8100,0.9500,0.0200,2.3400,3.3450,0.8400,1.2317
4j8b,42,1,67.6816,94.5164,0.8200,0.9500,0.0200,2.3100,3.1650,0.8500,1.0577
4j8b,42,2,67.3632,94.3033,0.8000,0.9400,0.0200,2.4200,3.3100,0.8400,1.1720
4j8b,42,3,68.1482,94.1364,0.8100,0.9400,0.0200,2.4200,3.2850,0.8400,0.9127
4j8b,42,4,68.6774,94.4095,0.8300,0.9500,0.0200,2.3000,3.0650,0.8600,1.0045
4j8b,43,0,57.6284,93.3784,0.7000,0.9300,0.0200,3.5000,4.6800,0.7600,1.9670
4j8b,43,1,63.2140,94.2236,0.8100,0.9500,0.0200,2.3600,3.4150,0.8500,1.6596
4j8b,43,2,59.1522,93.6505,0.7500,0.9400,0.0200,2.8200,4.1450,0.8000,1.1425
4j8b,43,3,62.9526,94.2124,0.8100,0.9500,0.0200,2.1700,3.3300,0.8500,1.1537
4j8b,43,4,58.4542,93.9481,0.7400,0.9400,0.0200,3.0700,4.4500,0.7900,1.5303
4j8b,44,0,62.1414,93.1177,0.7500,0.9400,0.0200,2.7300,3.8900,0.8000,1.4899
4j8b,44,1,58.1074,93.6488,0.7500,0.9400,0.0200,2.9600,4.1400,0.8000,4.8945
4j8b,44,2,61.1908,93.2077,0.7500,0.9400,0.0200,2.9200,4.1450,0.8000,1.4898
4j8b,44,3,59.7772,93.7488,0.7800,0.9500,0.0200,2.6400,3.8700,0.8200,6.7988
4j8b,44,4,60.6920,93.0641,0.7400,0.9400,0.0200,3.0500,4.2550,0.7900,1.3168
4leb,42,0,87.8154,95.6292,0.9200,0.9300,0.0300,1.4200,1.5850,0.9300,3.5491
4leb,42,1,86.6866,95.5246,0.9000,0.9200,0.0300,1.6000,1.7850,0.9100,3.5033
4leb,42,2,87.1198,95.5204,0.9100,0.9200,0.0300,1.5200,1.7350,0.9200,3.4961
4leb,42,3,86.3762,95.5499,0.8900,0.9200,0.0300,1.6400,1.8350,0.9100,3.3848
4leb,42,4,87.9108,95.7263,0.9200,0.9300,0.0300,1.4200,1.5800,0.9300,3.4169
4leb,43,0,87.8332,95.7501,0.9200,0.9300,0.0300,1.4100,1.5600,0.9300,3.3959
4leb,43,1,87.2260,95.5425,0.9100,0.9200,0.0300,1.4700,1.6550,0.9200,3.5055
4leb,43,2,87.5110,95.6261,0.9000,0.9200,0.0300,1.5500,1.7250,0.9200,3.4986
4leb,43,3,87.3154,95.5286,0.9100,0.9200,0.0300,1.5100,1.6500,0.9200,3.4596
4leb,43,4,86.5668,95.5283,0.9000,0.9200,0.0300,1.6200,1.8100,0.9100,3.5237
4leb,44,0,87.8798,95.7602,0.9100,0.9300,0.0300,1.4400,1.6050,0.9300,3.4802
4leb,44,1,87.1212,95.6814,0.9000,0.9300,0.0300,1.5600,1.7400,0.9200,3.4353
4leb,44,2,87.9082,95.7319,0.9200,0.9300,0.0300,1.4600,1.6150,0.9300,3.3693
4leb,44,3,87.2090,95.6336,0.9100,0.9300,0.0300,1.5000,1.6500,0.9200,3.4923
4leb,44,4,86.8740,95.5127,0.9000,0.9200,0.0300,1.5300,1.7850,0.9200,3.5146
4lk9,42,0,89.5683,92.2022,0.9000,0.8900,0.0300,0.8700,0.8950,0.9400,2.1395
4lk9,42,1,88.9700,91.7647,0.9000,0.8800,0.0300,0.8900,0.9000,0.9400,1.0055
4lk9,42,2,88.6081,91.8952,0.8800,0.8800,0.0300,0.8500,0.8800,0.9300,2.6169
4lk9,42,3,88.7185,92.4465,0.9000,0.8900,0.0300,0.8700,0.9000,0.9500,1.4683
4lk9,42,4,86.6180,89.9179,0.8700,0.8600,0.0300,0.9500,0.9700,0.9200,1.9529
4lk9,43,0,90.4594,92.1043,0.9100,0.8900,0.0400,0.8800,0.8950,0.9600,0.5097
4lk9,43,1,87.6458,91.1422,0.8800,0.8800,0.0300,0.9500,0.9700,0.9300,1.3408
4lk9,43,2,88.7675,91.5767,0.8900,0.8800,0.0300,0.8900,0.9100,0.9400,0.8285
4lk9,43,3,90.6288,92.3466,0.9100,0.8900,0.0400,0.8500,0.8650,0.9700,1.5232
4lk9,43,4,86.9151,91.4583,0.8700,0.8800,0.0300,0.8900,0.9300,0.9200,2.0171
4lk9,44,0,90.2871,92.8336,0.9000,0.8900,0.0300,0.8500,0.8700,0.9500,2.1579
4lk9,44,1,89.7284,92.0768,0.9000,0.8900,0.0300,0.8500,0.8850,0.9400,2.0124
4lk9,44,2,86.5732,90.6211,0.8800,0.8700,0.0300,0.9200,0.9400,0.9300,1.4697
4lk9,44,3,88.8569,91.2908,0.8900,0.8800,0.0300,0.8900,0.9150,0.9400,0.9240
4lk9,44,4,88.6587,91.3734,0.8900,0.8800,0.0300,0.8800,0.8950,0.9600,1.9762
4lzf,42,0,82.0829,94.2019,0.8000,0.8500,0.0200,1.2900,1.4050,0.8500,5.0709
4lzf,42,1,82.2373,94.1432,0.8000,0.8600,0.0200,1.2700,1.3200,0.8500,2.8401
4lzf,42,2,84.3034,94.5012,0.8300,0.8600,0.0200,1.2000,1.2400,0.8800,4.1562
4lzf,42,3,82.0723,94.0515,0.7900,0.8500,0.0200,1.4200,1.6150,0.8500,5.3743
4lzf,42,4,83.1670,94.3096,0.8200,0.8600,0.0200,1.2800,1.3350,0.8700,4.9642
4lzf,43,0,81.9957,94.0154,0.7900,0.8400,0.0200,1.2800,1.4100,0.8400,2.8561
4lzf,43,1,82.8715,94.2953,0.8100,0.8600,0.0200,1.2300,1.3200,0.8600,2.5453
4lzf,43,2,83.4961,94.1763,0.8400,0.8500,0.0200,1.2500,1.3050,0.8800,4.3649
4lzf,43,3,81.3382,94.0609,0.7900,0.8500,0.0200,1.2800,1.4300,0.8400,2.4968
4lzf,43,4,80.6788,94.0281,0.7800,0.8500,0.0200,1.2300,1.3400,0.8400,2.9395
4lzf,44,0,82.5527,94.1466,0.8000,0.8500,0.0200,1.2100,1.2900,0.8500,2.6786
4lzf,44,1,83.3043,94.3875,0.8100,0.8500,0.0200,1.1700,1.2400,0.8600,5.7617
4lzf,44,2,82.3159,94.0899,0.7900,0.8400,0.0200,1.4900,1.6000,0.8400,5.4832
4lzf,44,3,80.5229,93.9685,0.7700,0.8500,0.0200,1.4900,1.5600,0.8300,5.8621
4lzf,44,4,83.0717,94.0582,0.8000,0.8500,0.0200,1.4700,1.5900,0.8500,3.7327
4m5s,42,0,90.7065,95.1761,0.8600,0.8700,0.0300,0.8800,0.9650,0.9200,2.2315
4m5s,42,1,91.6993,95.2228,0.8600,0.8700,0.0300,0.9200,1.0300,0.9100,1.7477
4m5s,42,2,91.4005,95.2920,0.8700,0.8800,0.0300,0.8700,0.9350,0.9200,1.8573
4m5s,42,3,91.4813,95.3095,0.8700,0.8700,0.0300,0.8800,0.9450,0.9200,1.7158
4m5s,42,4,91.9487,95.4345,0.8700,0.8800,0.0300,0.8600,0.9050,0.9300,2.0422
4m5s,43,0,91.7834,95.3474,0.8700,0.8700,0.0300,0.8700,0.9300,0.9200,2.1255
4m5s,43,1,92.5609,95.3895,0.8800,0.8800,0.0300,0.8800,0.9100,0.9300,1.9113
4m5s,43,2,90.7954,94.9190,0.8500,0.8600,0.0300,0.9700,1.1000,0.9000,2.1797
4m5s,43,3,91.2079,95.1533,0.8600,0.8700,0.0300,0.9400,1.0300,0.9100,1.8113
4m5s,43,4,93.0127,95.8552,0.8800,0.8900,0.0300,0.8400,0.8700,0.9400,1.8384
4m5s,44,0,92.4361,95.5677,0.8700,0.8800,0.0300,0.8900,0.9550,0.9200,1.9190
4m5s,44,1,91.9254,95.4575,0.8700,0.8800,0.0300,0.8700,0.9300,0.9200,1.8551
4m5s,44,2,92.3915,95.7006,0.8700,0.8800,0.0300,0.8600,0.9000,0.9300,1.6997
4m5s,44,3,92.4677,95.5547,0.8800,0.8800,0.0300,0.8700,0.9200,0.9300,1.9494
4m5s,44,4,92.8879,95.8474,0.8800,0.8800,0.0300,0.8400,0.8650,0.9400,2.2888
4m91,42,0,78.5796,94.7719,0.7800,0.9300,0.0200,1.4700,1.9700,0.8300,3.7515
4m91,42,1,80.2116,94.9989,0.8000,0.9400,0.0300,1.4000,1.7750,0.8500,3.0025
4m91,42,2,79.4382,95.0040,0.8000,0.9400,0.0300,1.3700,1.8450,0.8500,3.3626
4m91,42,3,79.9434,95.0749,0.8000,0.9400,0.0300,1.3900,1.8350,0.8500,3.0941
4m91,42,4,79.7300,94.9730,0.7900,0.9300,0.0200,1.4600,1.8550,0.8400,3.1915
4m91,43,0,79.3886,94.9164,0.7900,0.9300,0.0200,1.4300,1.8800,0.8400,2.8338
4m91,43,1,79.7462,95.0648,0.8000,0.9400,0.0300,1.4200,1.8550,0.8400,3.4191
4m91,43,2,79.9528,94.9757,0.8000,0.9400,0.0300,1.4100,1.8450,0.8500,3.1762
4m91,43,3,79.7770,94.9416,0.7900,0.9300,0.0200,1.4800,1.8900,0.8400,2.9653
4m91,43,4,82.8520,95.3651,0.8400,0.9400,0.0300,1.2500,1.5250,0.8800,3.1049
4m91,44,0,81.0314,95.0419,0.8000,0.9300,0.0300,1.4300,1.8150,0.8500,2.9591
4m91,44,1,80.9246,94.9897,0.8200,0.9400,0.0300,1.3900,1.7250,0.8600,3.3194
4m91,44,2,79.7404,94.8643,0.8000,0.9300,0.0300,1.3700,1.7750,0.8500,3.2987
4m91,44,3,80.0946,94.9527,0.8000,0.9300,0.0300,1.4400,1.7950,0.8500,3.0905
4m91,44,4,80.8256,95.1517,0.8100,0.9400,0.0300,1.4700,1.8700,0.8600,3.2095
4mvi,42,0,71.5179,88.6253,0.8100,0.8900,0.0200,1.0800,1.2450,0.8600,4.7381
4mvi,42,1,73.1650,88.5897,0.8200,0.8900,0.0200,1.0500,1.2050,0.8700,5.6451
4mvi,42,2,72.0826,88.7990,0.8000,0.8900,0.0200,1.1200,1.3000,0.8500,4.3197
4mvi,42,3,70.5296,88.1923,0.7900,0.8800,0.0200,1.1300,1.3250,0.8400,4.5090
4mvi,42,4,70.1948,87.9497,0.7800,0.8800,0.0200,1.1800,1.4050,0.8400,5.0941
4mvi,43,0,71.0459,88.5380,0.7900,0.8900,0.0200,1.1500,1.3500,0.8400,4.2707
4mvi,43,1,72.2423,88.3967,0.8000,0.8800,0.0200,1.0700,1.2400,0.8500,5.0783
4mvi,43,2,73.1980,88.7030,0.8100,0.8900,0.0200,1.0900,1.2300,0.8600,4.2739
4mvi,43,3,70.1714,88.2101,0.7900,0.8800,0.0200,1.1400,1.3450,0.8400,4.1290
