complex,seed,id,ipSAE_max,ipSAE_min
4lzf,44,0,0.507715,0.185634
4lzf,44,1,0.533643,0.201964
4lzf,44,2,0.458503,0.153785
4lzf,44,3,0.460693,0.150768
4lzf,44,4,0.487732,0.166101
4m5s,42,0,0.693462,0.357136
4m5s,42,1,0.678551,0.347809
4m5s,42,2,0.718815,0.375542
4m5s,42,3,0.713549,0.365696
4m5s,42,4,0.732364,0.387983
4m5s,43,0,0.742763,0.402997
4m5s,43,1,0.733893,0.396715
4m5s,43,2,0.686236,0.357324
4m5s,43,3,0.715524,0.379446
4m5s,43,4,0.761605,0.420037
4m5s,44,0,0.689496,0.368434
4m5s,44,1,0.696332,0.367103
4m5s,44,2,0.732517,0.388212
4m5s,44,3,0.715274,0.380105
4m5s,44,4,0.754742,0.411387
4m91,42,0,0.289215,0.138853
4m91,42,1,0.350224,0.159862
4m91,42,2,0.345633,0.160354
4m91,42,3,0.362632,0.16288
4m91,42,4,0.329243,0.149496
4m91,43,0,0.319653,0.14256
4m91,43,1,0.329513,0.152394
4m91,43,2,0.331064,0.155562
4m91,43,3,0.314834,0.147047
4m91,43,4,0.436723,0.204365
4m91,44,0,0.346056,0.155161
4m91,44,1,0.380974,0.172542
4m91,44,2,0.363361,0.159823
4m91,44,3,0.346807,0.157139
4m91,44,4,0.357234,0.163861
4mvi,42,0,0.752259,0.202081
4mvi,42,1,0.761876,0.217861
4mvi,42,2,0.737814,0.194725
4mvi,42,3,0.718044,0.183076
4mvi,42,4,0.690025,0.175187
4mvi,43,0,0.716003,0.186649
4mvi,43,1,0.747004,0.200562
4mvi,43,2,0.751477,0.208974
4mvi,43,3,0.71672,0.186781
4mvi,43,4,0.753171,0.208103
4mvi,44,0,0.762375,0.224453
4mvi,44,1,0.744665,0.200915
4mvi,44,2,0.74797,0.211989
4mvi,44,3,0.738985,0.200971
4mvi,44,4,0.781536,0.218731
4nuu,42,0,0.350444,0.064312
4nuu,42,1,0.336715,0.057338
4nuu,42,2,0.49209,0.103883
4nuu,42,3,0.329624,0.055683
4nuu,42,4,0.392317,0.070467
4nuu,43,0,0.551626,0.127072
4nuu,43,1,0.428186,0.075368
4nuu,43,2,0.469152,0.094233
4nuu,43,3,0.380721,0.071638
4nuu,43,4,0.391086,0.072442
4nuu,44,0,0.291283,0.04786
4nuu,44,1,0.329445,0.056662
4nuu,44,2,0.457121,0.084151
4nuu,44,3,0.312339,0.051808
4nuu,44,4,0.347707,0.060804
4nxr,42,0,0.774909,0.33582
4nxr,42,1,0.811009,0.35847
4nxr,42,2,0.804365,0.347712
4nxr,42,3,0.773002,0.313136
4nxr,42,4,0.772312,0.311305
4nxr,43,0,0.785484,0.324714
4nxr,43,1,0.816998,0.36742
4nxr,43,2,0.785138,0.34847
4nxr,43,3,0.763506,0.300327
4nxr,43,4,0.786182,0.326319
4nxr,44,0,0.744736,0.326689
4nxr,44,1,0.780969,0.335166
4nxr,44,2,0.774455,0.329483
4nxr,44,3,0.763043,0.330222
4nxr,44,4,0.76815,0.348053
4ny3,42,0,0.633795,0.271698
4ny3,42,1,0.581926,0.216327
4ny3,42,2,0.587365,0.225937
4ny3,42,3,0.644803,0.278485
4ny3,42,4,0.656235,0.277428
4ny3,43,0,0.650246,0.291409
4ny3,43,1,0.593515,0.220897
4ny3,43,2,0.540872,0.19759
4ny3,43,3,0.530655,0.206737
4ny3,43,4,0.549383,0.206443
4ny3,44,0,0.58531,0.226822
4ny3,44,1,0.589286,0.22489
4ny3,44,2,0.544743,0.211333
4ny3,44,3,0.58362,0.220357
4ny3,44,4,0.577688,0.221852
4odk,42,0,0.020378,0.015318
4odk,42,1,0.023397,0.014027
4odk,42,2,0.048162,0.031832
4odk,42,3,0.098079,0.043156
4odk,42,4,0.077417,0.032086
4odk,43,0,0.025384,0.015273
4odk,43,1,0.072486,0.036143
4odk,43,2,0.01663,0.012358
4odk,43,3,0.026488,0.015007
4odk,43,4,0.035493,0.029479
4odk,44,0,0.015305,0.012601
4odk,44,1,0.016753,0.012054
4odk,44,2,0.025921,0.014064
4odk,44,3,0.01334,0.0
4odk,44,4,0.056359,0.035526
4ouc,42,0,0.511809,0.117973
4ouc,42,1,0.35956,0.069223
4ouc,42,2,0.41982,0.082298
4ouc,42,3,0.39356,0.074529
4ouc,42,4,0.533085,0.112271
4ouc,43,0,0.436811,0.082625
4ouc,43,1,0.426587,0.074363
4ouc,43,2,0.486034,0.095477
4ouc,43,3,0.420457,0.085988
4ouc,43,4,0.506814,0.105534
4ouc,44,0,0.404338,0.071198
4ouc,44,1,0.428257,0.082471
4ouc,44,2,0.308329,0.063969
4ouc,44,3,0.488028,0.099503
4ouc,44,4,0.386741,0.074991
4oyk,42,0,0.838651,0.253979
4oyk,42,1,0.817329,0.21415
4oyk,42,2,0.79226,0.200707
4oyk,42,3,0.835962,0.238547
4oyk,42,4,0.831168,0.212977
4oyk,43,0,0.794098,0.197638
4oyk,43,1,0.7922,0.20052
4oyk,43,2,0.813258,0.221085
4oyk,43,3,0.799751,0.209899
4oyk,43,4,0.792163,0.210147
4oyk,44,0,0.795846,0.197554
4oyk,44,1,0.809483,0.199943
4oyk,44,2,0.814334,0.221238
4oyk,44,3,0.815734,0.200193
4oyk,44,4,0.798612,0.200417
4pd1,42,0,0.728271,0.27475
4pd1,42,1,0.716729,0.262555
4pd1,42,2,0.721415,0.272782
4pd1,42,3,0.722957,0.275289
4pd1,42,4,0.709562,0.260137
4pd1,43,0,0.70469,0.25879
4pd1,43,1,0.714584,0.274663
4pd1,43,2,0.696194,0.248494
4pd1,43,3,0.706874,0.255811
4pd1,43,4,0.724817,0.280733
4pd1,44,0,0.716604,0.265943
4pd1,44,1,0.727012,0.278589
4pd1,44,2,0.73081,0.273587
4pd1,44,3,0.713582,0.26883
4pd1,44,4,0.732996,0.281534
4pge,42,0,0.72656,0.379734
4pge,42,1,0.721946,0.344998
4pge,42,2,0.728402,0.335141
4pge,42,3,0.744913,0.353086
4pge,42,4,0.753755,0.360668
4pge,43,0,0.728588,0.3377
4pge,43,1,0.716723,0.378762
4pge,43,2,0.734363,0.338118
4pge,43,3,0.731107,0.360668
4pge,43,4,0.728687,0.341467
4pge,44,0,0.733088,0.340766
4pge,44,1,0.715393,0.374994
4pge,44,2,0.726896,0.37148
4pge,44,3,0.719558,0.331791
4pge,44,4,0.733134,0.344998
4qbr,42,0,0.84858,0.49671
4qbr,42,1,0.835074,0.483119
4qbr,42,2,0.837551,0.480954
4qbr,42,3,0.833968,0.476332
4qbr,42,4,0.839217,0.486508
4qbr,43,0,0.844128,0.493034
4qbr,43,1,0.842683,0.494334
4qbr,43,2,0.831651,0.476332
4qbr,43,3,0.834359,0.483119
4qbr,43,4,0.836495,0.474167
4qbr,44,0,0.846422,0.494334
4qbr,44,1,0.825576,0.464724
4qbr,44,2,0.833744,0.485536
4qbr,44,3,0.850201,0.49671
4qbr,44,4,0.837844,0.483119
4r5i,42,0,0.20353,0.10164
4r5i,42,1,0.190437,0.095085
4r5i,42,2,0.148111,0.080431
4r5i,42,3,0.623319,0.176354
4r5i,42,4,0.638794,0.186384
4r5i,43,0,0.561803,0.14546
4r5i,43,1,0.161685,0.083546
4r5i,43,2,0.174304,0.087246
4r5i,43,3,0.205767,0.101538
4r5i,43,4,0.600925,0.157511
4r5i,44,0,0.608794,0.169254
4r5i,44,1,0.187452,0.093818
4r5i,44,2,0.189318,0.091081
4r5i,44,3,0.61272,0.155376
4r5i,44,4,0.169231,0.081077
4txr,42,0,0.827122,0.340559
4txr,42,1,0.825021,0.339914
4txr,42,2,0.836825,0.359382
4txr,42,3,0.845804,0.373798
4txr,42,4,0.829518,0.3458
4txr,43,0,0.840869,0.361229
4txr,43,1,0.839341,0.355885
4txr,43,2,0.849461,0.381458
4txr,43,3,0.840155,0.358732
4txr,43,4,0.837792,0.361787
4txr,44,0,0.863927,0.403441
4txr,44,1,0.830203,0.341636
4txr,44,2,0.841674,0.370871
4txr,44,3,0.820217,0.330824
4txr,44,4,0.816921,0.323225
4u0c,42,0,0.197631,0.049347
4u0c,42,1,0.113891,0.040395
4u0c,42,2,0.215967,0.058377
4u0c,42,3,0.223259,0.055209
4u0c,42,4,0.066875,0.030408
4u0c,43,0,0.177743,0.051985
4u0c,43,1,0.174375,0.04531
4u0c,43,2,0.126432,0.042412
4u0c,43,3,0.117069,0.037668
4u0c,43,4,0.105764,0.038063
4u0c,44,0,0.115284,0.041411
4u0c,44,1,0.024594,0.015614
4u0c,44,2,0.106438,0.030729
4u0c,44,3,0.139039,0.040634
4u0c,44,4,0.136251,0.041717
4uqy,42,0,0.766748,0.190406
4uqy,42,1,0.77665,0.194255
4uqy,42,2,0.780777,0.202305
4uqy,42,3,0.766013,0.19539
4uqy,42,4,0.776667,0.188896
4uqy,43,0,0.780708,0.192891
4uqy,43,1,0.763138,0.19676
4uqy,43,2,0.746961,0.184327
4uqy,43,3,0.780651,0.209972
4uqy,43,4,0.77735,0.197039
4uqy,44,0,0.808863,0.22323
4uqy,44,1,0.760957,0.197531
4uqy,44,2,0.785708,0.212943
4uqy,44,3,0.763629,0.192201
4uqy,44,4,0.766383,0.193694
4x2h,42,0,0.740229,0.387301
4x2h,42,1,0.76439,0.411089
4x2h,42,2,0.727302,0.359683
4x2h,42,3,0.731875,0.372274
4x2h,42,4,0.76509,0.411089
4x2h,43,0,0.760283,0.395275
4x2h,43,1,0.75294,0.41026
4x2h,43,2,0.723365,0.365165
4x2h,43,3,0.766427,0.40461
4x2h,43,4,0.74617,0.387357
4x2h,44,0,0.763915,0.41026
4x2h,44,1,0.729747,0.365165
4x2h,44,2,0.775517,0.434846
4x2h,44,3,0.769619,0.437372
4x2h,44,4,0.769173,0.421276
4x3o,42,0,0.866085,0.425401
4x3o,42,1,0.877101,0.436343
4x3o,42,2,0.871187,0.425401
4x3o,42,3,0.856286,0.421157
4x3o,42,4,0.851599,0.403482
4x3o,43,0,0.870959,0.425235
4x3o,43,1,0.877502,0.440933
4x3o,43,2,0.871226,0.432099
4x3o,43,3,0.87529,0.447715
4x3o,43,4,0.861347,0.425401
4x3o,44,0,0.845304,0.412013
4x3o,44,1,0.849798,0.412013
4x3o,44,2,0.862039,0.432099
4x3o,44,3,0.842664,0.390596
4x3o,44,4,0.880249,0.456196
4xc2,42,0,0.810264,0.334815
4xc2,42,1,0.80768,0.321097
4xc2,42,2,0.80578,0.326733
4xc2,42,3,0.814969,0.350315
4xc2,42,4,0.80752,0.314931
4xc2,43,0,0.802668,0.332722
4xc2,43,1,0.817464,0.339649
4xc2,43,2,0.818874,0.34567
4xc2,43,3,0.809691,0.342813
4xc2,43,4,0.814295,0.338784
4xc2,44,0,0.796999,0.324683
4xc2,44,1,0.808744,0.333198
4xc2,44,2,0.799637,0.327896
4xc2,44,3,0.823315,0.358547
4xc2,44,4,0.820166,0.357309
4xek,42,0,0.701986,0.213301
4xek,42,1,0.708832,0.191441
4xek,42,2,0.682576,0.192255
4xek,42,3,0.676708,0.19835
4xek,42,4,0.658575,0.197283
4xek,43,0,0.705075,0.201306
4xek,43,1,0.678826,0.20937
4xek,43,2,0.655543,0.164833
4xek,43,3,0.66309,0.168898
4xek,43,4,0.57793,0.138343
4xek,44,0,0.735584,0.222654
4xek,44,1,0.718384,0.230672
4xek,44,2,0.707731,0.224767
4xek,44,3,0.652997,0.214083
4xek,44,4,0.689675,0.21471
4yje,42,0,0.784413,0.313856
4yje,42,1,0.783122,0.315528
4yje,42,2,0.793179,0.325594
4yje,42,3,0.79542,0.326998
4yje,42,4,0.802397,0.326936
4yje,43,0,0.790253,0.317182
4yje,43,1,0.70748,0.258948
4yje,43,2,0.795956,0.325773
4yje,43,3,0.810718,0.344748
4yje,43,4,0.596744,0.140074
4yje,44,0,0.821069,0.352686
4yje,44,1,0.801753,0.331296
4yje,44,2,0.807045,0.333975
4yje,44,3,0.732404,0.286034
4yje,44,4,0.815406,0.352686
4z2o,42,0,0.026274,0.016587
4z2o,42,1,0.022954,0.014821
4z2o,42,2,0.026608,0.015043
4z2o,42,3,0.067656,0.040459
4z2o,42,4,0.032429,0.01925
4z2o,43,0,0.021965,0.01403
4z2o,43,1,0.023829,0.014206
4z2o,43,2,0.018414,0.013027
4z2o,43,3,0.033449,0.01603
4z2o,43,4,0.026738,0.015609
4z2o,44,0,0.029716,0.01581
4z2o,44,1,0.022323,0.014378
4z2o,44,2,0.021826,0.014449
4z2o,44,3,0.022445,0.013779
4z2o,44,4,0.016434,0.012861
4zoz,42,0,0.887858,0.382274
4zoz,42,1,0.886622,0.374134
4zoz,42,2,0.900047,0.383518
4zoz,42,3,0.894189,0.377522
4zoz,42,4,0.892466,0.38425
4zoz,43,0,0.895259,0.37747
4zoz,43,1,0.897608,0.391845
4zoz,43,2,0.88746,0.370965
4zoz,43,3,0.910193,0.411289
4zoz,43,4,0.903679,0.400149
4zoz,44,0,0.897615,0.396096
4zoz,44,1,0.897511,0.392179
4zoz,44,2,0.899088,0.391722
4zoz,44,3,0.891963,0.367563
4zoz,44,4,0.879337,0.355909
5bs2,42,0,0.029836,0.014075
5bs2,42,1,0.03669,0.01515
5bs2,42,2,0.032645,0.015556
5bs2,42,3,0.027739,0.014225
5bs2,42,4,0.016472,0.012549
5bs2,43,0,0.044497,0.043633
5bs2,43,1,0.028318,0.014404
5bs2,43,2,0.06373,0.044652
5bs2,43,3,0.017088,0.01143
5bs2,43,4,0.032175,0.015142
5bs2,44,0,0.033503,0.015996
5bs2,44,1,0.046238,0.044871
5bs2,44,2,0.056749,0.042446
5bs2,44,3,0.01913,0.01226
5bs2,44,4,0.026246,0.013635
5crw,42,0,0.613086,0.223324
5crw,42,1,0.596299,0.207194
5crw,42,2,0.617093,0.23575
5crw,42,3,0.605461,0.209493
5crw,42,4,0.599648,0.244743
5crw,43,0,0.593403,0.203064
5crw,43,1,0.624017,0.248317
5crw,43,2,0.60886,0.218278
5crw,43,3,0.609071,0.217631
5crw,43,4,0.586627,0.203611
5crw,44,0,0.610963,0.214599
5crw,44,1,0.593587,0.199335
5crw,44,2,0.596548,0.19973
5crw,44,3,0.604365,0.208695
5crw,44,4,0.605677,0.218672
5d94,42,0,0.808876,0.373483
5d94,42,1,0.781661,0.326698
5d94,42,2,0.787558,0.325922
5d94,42,3,0.787747,0.315343
5d94,42,4,0.782468,0.334535
5d94,43,0,0.812071,0.340993
5d94,43,1,0.811248,0.359778
5d94,43,2,0.796423,0.338259
5d94,43,3,0.784861,0.314821
5d94,43,4,0.802963,0.340324
5d94,44,0,0.775164,0.325593
5d94,44,1,0.762767,0.316054
5d94,44,2,0.769388,0.317514
5d94,44,3,0.768049,0.31553
5d94,44,4,0.777416,0.316151
5dai,42,0,0.808899,0.399054
5dai,42,1,0.802055,0.374643
5dai,42,2,0.802057,0.378626
5dai,42,3,0.795218,0.380036
5dai,42,4,0.797706,0.378626
5dai,43,0,0.800954,0.378122
5dai,43,1,0.806385,0.384449
5dai,43,2,0.794312,0.375936
5dai,43,3,0.808939,0.391071
5dai,43,4,0.798375,0.387351
5dai,44,0,0.81138,0.388217
5dai,44,1,0.815412,0.403971
5dai,44,2,0.811823,0.399054
5dai,44,3,0.81161,0.399054
5dai,44,4,0.807584,0.393222
5di8,42,0,0.807294,0.427132
5di8,42,1,0.81742,0.426572
5di8,42,2,0.798794,0.411345
5di8,42,3,0.815647,0.427132
5di8,42,4,0.806251,0.417205
5di8,43,0,0.816561,0.43267
5di8,43,1,0.810505,0.430062
5di8,43,2,0.805421,0.427132
5di8,43,3,0.825558,0.445206
5di8,43,4,0.803331,0.427132
5di8,44,0,0.806534,0.427132
5di8,44,1,0.81441,0.434989
5di8,44,2,0.797299,0.421243
5di8,44,3,0.805276,0.423851
5di8,44,4,0.802494,0.417205
5e33,42,0,0.859715,0.36001
5e33,42,1,0.849105,0.341005
5e33,42,2,0.851082,0.350508
5e33,42,3,0.844351,0.348058
5e33,42,4,0.859901,0.37035
5e33,43,0,0.864192,0.375116
5e33,43,1,0.862993,0.375116
5e33,43,2,0.861781,0.375116
5e33,43,3,0.854935,0.336142
5e33,43,4,0.85073,0.350508
5e33,44,0,0.866301,0.36001
5e33,44,1,0.860351,0.345645
5e33,44,2,0.860683,0.35756
5e33,44,3,0.868994,0.372394
5e33,44,4,0.846466,0.330856
5efi,42,0,0.019521,0.015039
5efi,42,1,0.022274,0.013684
5efi,42,2,0.018277,0.014382
5efi,42,3,0.021102,0.014175
5efi,42,4,0.015705,0.012155
5efi,43,0,0.017251,0.013154
5efi,43,1,0.017421,0.013053
5efi,43,2,0.014438,0.010417
5efi,43,3,0.01339,0.010734
5efi,43,4,0.013858,0.011191
5efi,44,0,0.027707,0.01529
5efi,44,1,0.018225,0.013259
5efi,44,2,0.02096,0.014619
5efi,44,3,0.019642,0.013604
5efi,44,4,0.023664,0.015428
5ei3,42,0,0.870624,0.444513
5ei3,42,1,0.875984,0.452653
5ei3,42,2,0.876573,0.452653
5ei3,42,3,0.87529,0.454168
5ei3,42,4,0.875889,0.454617
5ei3,43,0,0.877574,0.457215
5ei3,43,1,0.874891,0.446837
5ei3,43,2,0.872899,0.435621
5ei3,43,3,0.882795,0.463519
5ei3,43,4,0.876691,0.450775
5ei3,44,0,0.871778,0.446983
5ei3,44,1,0.868452,0.441756
5ei3,44,2,0.876974,0.453861
5ei3,44,3,0.873959,0.451301
5ei3,44,4,0.878646,0.446481
5fml,42,0,0.754122,0.200174
5fml,42,1,0.757739,0.202759
5fml,42,2,0.75877,0.201121
5fml,42,3,0.709422,0.182237
5fml,42,4,0.664022,0.153363
5fml,43,0,0.744625,0.196388
5fml,43,1,0.733423,0.187592
5fml,43,2,0.627248,0.149853
5fml,43,3,0.668009,0.167222
5fml,43,4,0.770382,0.220142
5fml,44,0,0.704307,0.182283
5fml,44,1,0.70939,0.171818
5fml,44,2,0.718758,0.177091
5fml,44,3,0.734183,0.189366
5fml,44,4,0.671338,0.152614
5fpx,42,0,0.039162,0.013625
5fpx,42,1,0.037749,0.01318
5fpx,42,2,0.043072,0.013724
5fpx,42,3,0.044622,0.014552
5fpx,42,4,0.034355,0.01364
5fpx,43,0,0.042864,0.013961
5fpx,43,1,0.035869,0.013949
5fpx,43,2,0.050697,0.015371
5fpx,43,3,0.052439,0.041055
5fpx,43,4,0.057317,0.019251
5fpx,44,0,0.028373,0.011815
5fpx,44,1,0.042855,0.013151
5fpx,44,2,0.038447,0.013626
5fpx,44,3,0.07278,0.071898
5fpx,44,4,0.037144,0.013431
5fv6,42,0,0.034249,0.015016
5fv6,42,1,0.025992,0.014434
5fv6,42,2,0.036096,0.015446
5fv6,42,3,0.03756,0.015149
5fv6,42,4,0.02291,0.012546
5fv6,43,0,0.033461,0.015742
5fv6,43,1,0.037873,0.016084
5fv6,43,2,0.020914,0.012749
5fv6,43,3,0.043475,0.019795
5fv6,43,4,0.037293,0.015204
5fv6,44,0,0.033768,0.014267
5fv6,44,1,0.032523,0.014655
5fv6,44,2,0.036196,0.014994
5fv6,44,3,0.046175,0.034733
5fv6,44,4,0.034764,0.014398
5ggp,42,0,0.155266,0.083981
5ggp,42,1,0.140285,0.088223
5ggp,42,2,0.072356,0.058076
5ggp,42,3,0.189158,0.095692
5ggp,42,4,0.205178,0.097913
5ggp,43,0,0.164462,0.090689
5ggp,43,1,0.174587,0.092841
5ggp,43,2,0.139384,0.082535
5ggp,43,3,0.092075,0.066183
5ggp,43,4,0.192687,0.102297
5ggp,44,0,0.069836,0.062796
5ggp,44,1,0.14583,0.085158
5ggp,44,2,0.138664,0.087561
5ggp,44,3,0.111488,0.076014
5ggp,44,4,0.158363,0.090224
5gu4,42,0,0.728435,0.297298
5gu4,42,1,0.733865,0.302074
5gu4,42,2,0.661548,0.262703
5gu4,42,3,0.73492,0.324201
5gu4,42,4,0.720379,0.293287
5gu4,43,0,0.744852,0.32293
5gu4,43,1,0.705199,0.277518
5gu4,43,2,0.718424,0.286171
5gu4,43,3,0.698769,0.274611
5gu4,43,4,0.740695,0.315841
5gu4,44,0,0.70138,0.278412
5gu4,44,1,0.702787,0.272234
5gu4,44,2,0.714201,0.28994
5gu4,44,3,0.728605,0.301755
5gu4,44,4,0.738799,0.300383
5huw,42,0,0.805444,0.267684
5huw,42,1,0.755374,0.208107
5huw,42,2,0.781602,0.238222
5huw,42,3,0.757301,0.218795
5huw,42,4,0.775157,0.233767
5huw,43,0,0.803785,0.271735
5huw,43,1,0.794987,0.240129
5huw,43,2,0.737313,0.171001
5huw,43,3,0.774321,0.212503
5huw,43,4,0.756787,0.209543
5huw,44,0,0.752688,0.199491
5huw,44,1,0.77222,0.214564
5huw,44,2,0.761643,0.191182
5huw,44,3,0.764852,0.223824
5huw,44,4,0.761554,0.193543
5i7z,42,0,0.87912,0.464094
5i7z,42,1,0.890523,0.480801
5i7z,42,2,0.887781,0.480801
5i7z,42,3,0.890234,0.480801
5i7z,42,4,0.894471,0.493754
5i7z,43,0,0.888503,0.480801
5i7z,43,1,0.887229,0.480801
5i7z,43,2,0.891489,0.484629
5i7z,43,3,0.886673,0.474693
5i7z,43,4,0.887377,0.480801
5i7z,44,0,0.88921,0.493754
5i7z,44,1,0.886366,0.478097
5i7z,44,2,0.888477,0.480801
5i7z,44,3,0.881631,0.464094
5i7z,44,4,0.887998,0.490722
5j3q,42,0,0.760265,0.385562
5j3q,42,1,0.749089,0.356396
5j3q,42,2,0.793388,0.39481
5j3q,42,3,0.781598,0.387754
5j3q,42,4,0.785701,0.392012
5j3q,43,0,0.758338,0.382821
5j3q,43,1,0.771116,0.385214
5j3q,43,2,0.768327,0.384189
5j3q,43,3,0.729345,0.339998
5j3q,43,4,0.763156,0.379699
5j3q,44,0,0.767651,0.382826
5j3q,44,1,0.795399,0.391558
5j3q,44,2,0.775989,0.387711
5j3q,44,3,0.766518,0.379009
5j3q,44,4,0.781524,0.391558
5kds,42,0,0.019406,0.015734
5kds,42,1,0.012089,0.011424
5kds,42,2,0.013315,0.012935
5kds,42,3,0.014007,0.012838
5kds,42,4,0.016578,0.014808
5kds,43,0,0.015459,0.014527
5kds,43,1,0.013974,0.013077
5kds,43,2,0.013604,0.013069
5kds,43,3,0.016434,0.014425
5kds,43,4,0.013284,0.012788
5kds,44,0,0.012749,0.012235
5kds,44,1,0.015923,0.014626
5kds,44,2,0.014308,0.012172
5kds,44,3,0.014679,0.013332
5kds,44,4,0.015446,0.014839
5lyn,42,0,0.813296,0.438306
5lyn,42,1,0.694329,0.2534
5lyn,42,2,0.78972,0.41514
5lyn,42,3,0.798996,0.417927
5lyn,42,4,0.796041,0.425964
5lyn,43,0,0.791779,0.408891
5lyn,43,1,0.731105,0.327065
5lyn,43,2,0.816938,0.432865
5lyn,43,3,0.796536,0.408891
5lyn,43,4,0.800509,0.416389
5lyn,44,0,0.794206,0.40345
5lyn,44,1,0.786294,0.387032
5lyn,44,2,0.786552,0.395704
5lyn,44,3,0.699874,0.237526
5lyn,44,4,0.784015,0.39305
5m5r,42,0,0.788531,0.23656
5m5r,42,1,0.776547,0.216753
5m5r,42,2,0.745936,0.17598
5m5r,42,3,0.78814,0.216893
5m5r,42,4,0.750722,0.171996
5m5r,43,0,0.79643,0.241636
5m5r,43,1,0.799428,0.229074
5m5r,43,2,0.814425,0.273501
5m5r,43,3,0.757361,0.186426
5m5r,43,4,0.756382,0.193185
5m5r,44,0,0.764838,0.195739
5m5r,44,1,0.786093,0.249591
5m5r,44,2,0.783022,0.232326
5m5r,44,3,0.770536,0.194412
5m5r,44,4,0.749887,0.182514
5n22,42,0,0.0,0.0
5n22,42,1,0.017934,0.010671
5n22,42,2,0.0,0.0
5n22,42,3,0.0,0.0
5n22,42,4,0.016171,0.0
5n22,43,0,0.0,0.0
5n22,43,1,0.0,0.0
5n22,43,2,0.0,0.0
5n22,43,3,0.0,0.0
5n22,43,4,0.0,0.0
5n22,44,0,0.014654,0.012567
5n22,44,1,0.014466,0.013785
5n22,44,2,0.011577,0.010959
5n22,44,3,0.0,0.0
5n22,44,4,0.0,0.0
5n85,42,0,0.398428,0.090522
5n85,42,1,0.368728,0.075923
5n85,42,2,0.354733,0.078302
5n85,42,3,0.306953,0.073321
5n85,42,4,0.329859,0.077699
5n85,43,0,0.294158,0.064752
5n85,43,1,0.284413,0.063191
5n85,43,2,0.21563,0.043809
5n85,43,3,0.266693,0.059441
5n85,43,4,0.325795,0.068615
5n85,44,0,0.249391,0.048828
5n85,44,1,0.167275,0.04101
5n85,44,2,0.253884,0.055742
5n85,44,3,0.351693,0.073311
5n85,44,4,0.36636,0.073159
5njc,42,0,0.352705,0.069515
5njc,42,1,0.2458,0.065458
5njc,42,2,0.245175,0.060053
5njc,42,3,0.400092,0.078824
5njc,42,4,0.375789,0.072197
5njc,43,0,0.472477,0.084921
5njc,43,1,0.526291,0.09944
5njc,43,2,0.446472,0.085658
5njc,43,3,0.457504,0.080238
5njc,43,4,0.448809,0.078096
5njc,44,0,0.335972,0.067637
5njc,44,1,0.412394,0.072425
5njc,44,2,0.329122,0.065586
5njc,44,3,0.388972,0.07259
5njc,44,4,0.439935,0.07951
5nqv,42,0,0.782312,0.336018
5nqv,42,1,0.784433,0.340098
5nqv,42,2,0.796011,0.364042
5nqv,42,3,0.800404,0.365665
5nqv,42,4,0.783716,0.354673
5nqv,43,0,0.782713,0.367313
5nqv,43,1,0.77124,0.356991
5nqv,43,2,0.795471,0.357401
5nqv,43,3,0.790075,0.364645
5nqv,43,4,0.775491,0.361219
5nqv,44,0,0.771645,0.350302
5nqv,44,1,0.783737,0.347446
5nqv,44,2,0.783277,0.356709
5nqv,44,3,0.768527,0.343384
5nqv,44,4,0.761663,0.341253
5o9u,42,0,0.094647,0.03314
5o9u,42,1,0.144412,0.0364
5o9u,42,2,0.099309,0.033711
5o9u,42,3,0.13527,0.036882
5o9u,42,4,0.106477,0.034589
5o9u,43,0,0.108568,0.032366
5o9u,43,1,0.057485,0.030647
5o9u,43,2,0.1138,0.034743
5o9u,43,3,0.064077,0.028734
5o9u,43,4,0.060309,0.029809
5o9u,44,0,0.076659,0.031764
5o9u,44,1,0.07457,0.031626
5o9u,44,2,0.088721,0.033614
5o9u,44,3,0.112871,0.036145
5o9u,44,4,0.085745,0.033305
5oj5,42,0,0.019865,0.01494
5oj5,42,1,0.010959,0.0
5oj5,42,2,0.011677,0.0
5oj5,42,3,0.011191,0.0
5oj5,42,4,0.019306,0.014475
5oj5,43,0,0.018525,0.015349
5oj5,43,1,0.032295,0.025758
5oj5,43,2,0.017103,0.013244
5oj5,43,3,0.029402,0.016977
5oj5,43,4,0.018301,0.013767
5oj5,44,0,0.026887,0.014775
5oj5,44,1,0.020953,0.015087
5oj5,44,2,0.020144,0.014885
5oj5,44,3,0.0,0.0
5oj5,44,4,0.01972,0.015011
5onp,42,0,0.359957,0.106588
5onp,42,1,0.307578,0.093121
5onp,42,2,0.350639,0.106201
5onp,42,3,0.351893,0.110017
5onp,42,4,0.304897,0.094201
5onp,43,0,0.414129,0.120813
5onp,43,1,0.393326,0.11553
5onp,43,2,0.358037,0.110288
5onp,43,3,0.337578,0.102135
5onp,43,4,0.352478,0.107838
5onp,44,0,0.375627,0.122034
5onp,44,1,0.368075,0.119333
5onp,44,2,0.429293,0.143829
5onp,44,3,0.384957,0.125183
5onp,44,4,0.268689,0.106143
5t0k,42,0,0.853122,0.325974
5t0k,42,1,0.862514,0.339234
5t0k,42,2,0.850363,0.320652
5t0k,42,3,0.849311,0.342908
5t0k,42,4,0.846851,0.33024
5t0k,43,0,0.849158,0.320751
5t0k,43,1,0.857818,0.342908
5t0k,43,2,0.845361,0.320321
5t0k,43,3,0.84336,0.323894
5t0k,43,4,0.84514,0.323989
5t0k,44,0,0.852211,0.348983
5t0k,44,1,0.832706,0.318727
